age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,3,167017,11,10,2,12,3,2,1,-82,-2,40,38,0
17,1,53869,1,10,2,0,4,4,1,-128,1,10,38,1
48,7,122168,12,10,2,10,0,4,1,4758,-1,32,38,0
16,3,40519,9,9,3,11,0,4,1,-49,-6,18,38,0
35,3,215661,15,7,2,0,4,4,0,-39,-4,26,38,1
47,3,156747,1,9,2,4,4,4,1,-12,-2,40,38,1
39,7,193371,12,9,2,7,5,4,1,-11,-1,50,38,1
34,7,258608,15,9,4,4,3,4,0,-30,3,40,38,0
47,3,12574,12,11,2,11,0,4,1,-36,-2,42,-1,0
46,0,432841,15,9,4,10,1,4,0,-5,4,54,38,0
37,3,276191,15,11,2,9,1,4,1,12,2200,40,38,1
47,3,219004,11,5,2,12,4,4,1,-60,1,40,38,0
21,3,91769,6,10,2,13,0,4,0,-101,1,43,38,0
32,3,82180,11,6,2,12,3,4,0,-37,-1,40,38,0
36,3,310671,11,10,2,2,4,4,0,11,4,34,38,0
36,4,128271,11,13,6,0,2,2,0,3,1,17,38,0
34,3,181632,11,9,4,9,4,4,1,-94,0,50,38,0
15,3,39649,8,9,2,2,5,4,1,-87,3,40,38,1
20,3,123540,1,6,2,3,3,4,1,-27,-2,40,38,0
43,3,122597,12,9,4,0,0,4,1,-71,3,8,38,0
50,1,74598,15,10,5,11,0,4,1,36,0,40,25,1
41,3,40184,15,9,2,7,4,4,1,15,1,68,38,0
20,3,237401,9,9,2,10,3,4,0,1,-1,40,38,1
39,7,205176,15,7,0,3,0,2,1,3272,5,40,38,0
24,3,183800,15,5,4,2,0,4,1,-133,0,55,38,0
19,0,138174,8,9,3,0,1,3,0,65,-2,40,38,0
47,5,26512,11,9,4,2,1,4,1,-12,0,40,38,0
44,7,407782,14,10,2,12,3,4,0,-14,1,40,38,0
18,3,131208,11,13,0,0,2,4,1,67,5,40,38,0
53,3,171690,9,13,2,7,1,4,1,-48,2161,40,38,0
34,3,95492,16,10,5,7,0,4,0,-44,3,50,38,0
36,3,302544,11,13,0,12,4,4,0,-49,5,50,38,1
28,5,76578,15,5,0,9,0,2,1,-27,-5,32,38,0
40,3,67985,11,6,2,2,3,1,0,16,2,61,38,0
30,5,474815,2,3,2,0,1,4,0,-53,2698,40,38,0
20,3,114392,11,9,2,11,5,4,0,-56,2385,40,38,0
28,3,58581,8,9,4,7,3,4,0,-19,-3,40,38,0
37,1,49026,7,9,2,9,0,4,1,57,1682,40,38,0
31,3,219200,5,13,2,3,1,4,0,-44,7,35,38,0
30,3,227990,9,9,2,7,0,4,1,-7,2,56,38,0
21,3,136038,7,9,2,0,4,4,1,-61,5,40,38,0
43,3,91557,15,11,4,11,0,2,1,21,1,40,38,0
33,3,44831,7,9,6,14,1,4,1,-78,4,40,38,1
41,7,191523,0,9,4,7,4,4,0,-21,0,40,38,1
59,1,14022,11,10,6,7,4,2,1,-47,2,14,38,0
45,3,178328,3,9,6,11,3,4,0,-96,2237,59,38,1
39,3,180771,15,9,2,3,1,4,1,7162,3,23,38,0
24,3,233985,11,9,4,10,1,4,0,-47,2,62,38,0
41,3,185953,11,10,2,2,3,4,0,27,3,40,38,0
45,3,323382,11,10,5,0,1,2,1,-85,-2,59,38,0
17,6,96087,9,11,5,9,1,4,0,-25,3,17,22,0
34,3,161009,11,10,2,11,0,4,0,49,-2,43,38,0
19,3,137539,5,9,2,3,4,4,0,10,2129,32,38,0
28,5,267353,11,9,4,0,1,4,0,-29,-1,40,38,0
21,1,255555,1,10,4,11,3,0,1,-122,2,32,38,0
52,3,295031,11,9,4,0,3,4,0,5,1,14,38,0
29,3,363792,0,9,4,9,0,4,1,6488,-2,40,38,1
35,3,13383,15,7,4,0,4,4,1,69,2,13,18,0
29,3,151812,15,9,2,7,4,4,0,-108,5,49,38,0
57,6,154316,6,10,2,3,1,4,1,-104,7,55,38,0
51,3,194317,9,10,4,7,2,4,1,-132,6,40,38,0
32,3,275068,11,10,2,0,1,4,0,-57,2,16,38,0
40,5,141569,8,10,4,3,1,4,1,-2,2367,37,38,1
31,0,144298,11,9,4,11,1,4,1,-8,3,49,38,0
37,3,278665,8,10,2,7,4,4,1,-37,-2,18,38,0
31,3,134430,15,9,2,3,3,4,0,-108,-2,40,38,1
41,0,60387,12,9,2,0,3,2,1,39,2144,40,38,1
37,7,174550,11,5,6,9,4,4,0,-32,1495,5,38,0
28,5,320329,0,6,2,0,0,3,0,-88,1,40,25,0
19,5,257478,5,10,4,7,3,4,1,-62,-1,15,38,0
19,3,191851,11,3,0,10,0,4,1,6,3,42,33,0
18,1,147936,15,10,4,0,0,4,1,-5,2,40,38,0
43,5,190676,7,5,2,2,5,2,1,-7,2,40,38,0
38,3,65379,11,10,2,4,3,4,1,44,-5,40,38,0
29,3,118934,15,9,0,9,3,4,1,-87,-3,40,38,0
58,3,249002,8,9,4,7,2,4,1,40,1,50,38,0
29,5,179099,6,10,6,11,1,4,1,-3,-1,40,38,0
50,3,185242,12,13,2,7,3,1,1,-64,5,40,38,0
29,3,24969,7,7,2,9,4,2,0,-85,3,40,38,0
23,3,48471,11,10,2,0,1,4,1,-71,6,46,38,0
34,3,56123,8,13,2,3,1,0,1,-8,1,81,38,0
27,3,153941,-1,11,4,0,5,4,1,39,3,40,38,1
35,5,71681,11,9,4,7,3,4,0,27,-3,36,38,0
23,5,38848,11,9,2,0,1,4,0,-76,4,41,38,0
31,0,223057,15,10,4,9,0,4,1,-20,0,57,38,0
29,7,165892,1,9,1,7,1,4,1,-82,4,40,38,0
42,3,303101,11,9,2,10,1,4,1,-96,4,45,38,0
78,0,137279,1,9,2,10,3,4,1,37,-2,61,38,1
17,5,190040,11,11,2,11,1,4,1,-52,-5,27,38,0
59,3,187800,11,16,2,0,0,4,0,29,-3,40,38,1
34,3,220962,11,13,2,7,5,4,1,24,-2,18,38,0
17,3,174721,12,9,2,2,0,4,1,1319,3,31,38,0
22,3,172223,1,9,4,7,4,4,1,-25,1,31,38,0
26,3,143253,11,13,4,11,3,4,1,6813,1997,56,38,0
28,3,202371,9,11,2,0,3,4,0,-10,-5,21,38,0
24,3,337773,2,10,4,10,0,4,0,-126,2,40,38,0
36,5,152523,11,7,2,9,0,4,0,-67,2,40,38,0
30,1,188660,5,10,0,7,3,2,0,-89,0,40,15,0
61,6,243008,5,13,4,10,1,4,1,12,0,40,38,0
23,3,168362,9,11,4,6,3,4,0,-28,2,17,38,0
17,3,287070,12,9,0,11,3,4,0,-51,3,40,38,0
27,5,145868,9,10,2,7,0,4,1,-96,4,18,38,0
32,3,204275,2,9,4,13,1,4,1,-5,-1,58,38,1
26,3,111892,10,9,4,12,1,4,0,-71,2,40,38,0
22,3,192080,11,10,2,11,5,4,1,4010,4,40,38,1
17,1,-56601,11,14,6,0,1,2,0,-129,4,40,38,0
42,3,61565,15,9,2,2,0,2,1,-40,-4,40,38,0
54,3,174529,2,10,2,0,0,4,1,-96,-1,40,38,0
29,3,164628,2,9,2,5,0,2,1,-103,2,50,38,0
32,5,268791,3,11,5,11,0,2,1,61,-4,40,38,0
41,3,107664,7,9,4,11,0,4,1,-76,-2,49,38,1
34,3,327986,0,11,4,0,4,4,1,-72,-2,40,38,0
32,3,306333,0,9,2,0,3,1,0,-69,0,40,38,0
57,3,174976,9,9,2,2,1,2,0,41,2,29,38,1
54,3,81406,15,10,3,12,3,4,0,-87,-3,22,38,1
29,5,306975,3,10,2,7,1,4,0,-57,3,40,38,1
44,3,178899,11,9,0,7,1,1,1,-7,-3,40,38,0
67,1,139464,4,10,2,4,1,1,0,-81,6,50,38,0
40,5,25381,15,13,2,11,4,4,0,23,4,48,38,1
25,5,245464,9,11,2,9,4,0,1,-41,-2,35,38,1
31,3,206815,9,13,4,13,5,4,0,4,2,40,38,0
23,3,34282,9,10,0,2,0,4,0,-116,4,32,38,1
59,3,185616,4,9,2,7,0,4,1,-27,0,40,38,0
24,3,171281,11,9,4,14,5,4,1,-95,2,26,38,0
29,8,83933,9,11,1,6,0,4,0,-33,4,40,38,0
34,5,199974,15,14,2,3,2,4,0,-119,1,33,38,1
36,3,210806,-1,9,0,7,1,2,0,-33,-1,40,38,1
32,0,91605,11,9,4,2,0,4,1,41,-1,24,38,1
18,3,24036,5,9,2,2,0,4,1,9,-2,40,38,0
23,3,144558,11,2,2,7,1,4,1,15,1,-4,38,0
19,3,181946,15,9,2,3,4,4,1,-16,-2,58,38,0
43,3,146481,15,9,4,7,3,4,1,5,3,13,38,1
37,3,123127,0,13,4,7,0,4,1,-80,2,40,38,0
30,3,82777,9,10,4,5,1,4,0,-50,2,40,38,0
30,6,194966,15,10,6,7,0,4,1,-18,4,40,38,0
42,3,230887,5,10,2,0,0,4,1,-85,1,50,38,0
37,4,141823,11,9,2,0,5,2,1,-110,-1,51,38,0
75,6,56797,11,11,0,7,3,4,1,-7,-1,17,38,0
24,5,182957,12,11,4,7,0,4,0,13,1,40,38,0
44,7,131699,12,13,4,9,2,4,1,-129,2,40,6,1
43,3,118641,11,10,4,2,0,4,1,-127,1,40,38,0
33,7,185210,11,9,4,2,1,4,1,-35,-4,28,38,0
34,3,336263,4,10,4,11,0,2,0,-115,2,40,38,0
22,0,43350,11,9,6,0,1,3,1,-70,4,40,38,1
23,3,82571,11,13,4,7,1,4,1,22,2189,40,38,1
52,3,156324,15,10,4,4,3,2,1,46,-4,40,38,1
21,0,203666,13,11,4,2,1,4,1,-123,1,8,38,1
19,3,198979,11,10,2,4,1,4,0,-129,-5,43,38,0
23,3,314128,12,10,4,14,1,4,0,-66,-3,40,38,0
31,3,145264,1,10,0,9,0,4,1,-91,4,13,38,0
77,3,37957,9,9,6,10,3,4,0,-56,3,19,38,1
34,7,173828,11,5,2,3,0,4,0,-45,-2,49,38,0
24,7,159761,11,10,5,3,1,1,1,-130,1864,21,25,0
39,3,69668,12,9,4,14,4,2,1,-108,1,40,38,1
28,3,94873,12,10,0,10,1,0,1,-8,2624,3,19,0
48,6,242026,12,10,5,10,5,4,0,-38,1,40,38,1
34,3,169079,15,9,2,0,1,4,0,-30,3,57,38,0
63,6,198999,12,10,2,0,4,4,1,-63,-1,40,38,0
18,6,72307,11,13,2,0,4,4,0,31,0,48,38,1
42,3,219518,8,10,3,0,3,4,0,-1,3,40,38,1
16,1,56412,-1,11,6,12,1,4,1,-57,2314,49,38,0
33,7,178684,11,9,4,12,0,4,1,-28,5,40,38,0
45,3,205743,12,5,0,6,4,4,1,-5,3,10,38,0
59,3,38456,2,5,4,2,0,4,0,-91,3,30,38,0
50,5,203942,11,10,4,2,0,4,0,75,3,58,38,0
52,3,179492,8,9,4,3,0,4,0,-46,1851,62,38,0
64,3,77659,8,10,4,7,2,4,1,-7,4,73,38,0
37,3,152307,12,9,2,7,0,4,1,-118,-1,55,38,0
30,3,277390,1,6,4,0,3,4,1,-88,-2,54,38,1
57,6,155769,12,11,2,7,0,4,1,8,-1,34,21,1
21,7,232087,9,13,2,2,1,4,1,31,0,40,38,1
54,7,221991,9,9,5,2,3,2,0,-99,2049,28,38,0
34,3,222963,8,10,4,12,0,4,0,-112,1,32,38,1
17,3,106015,11,9,2,2,0,4,1,-84,-2,40,25,1
40,3,101986,15,9,2,13,1,4,1,-87,2274,40,38,0
46,3,192836,12,9,4,7,0,4,1,-1,1,46,38,0
24,3,179432,11,9,2,7,0,4,0,-4,1,40,38,1
35,3,159944,15,13,0,4,1,4,0,-37,0,40,38,0
38,4,315281,1,9,0,7,4,4,1,-110,1,40,38,0
48,6,124320,14,9,0,2,1,2,1,15,-1,22,38,0
30,0,139383,12,11,4,4,5,4,1,-72,5,40,38,0
31,5,222997,11,7,0,9,3,4,0,-32,-2,42,38,0
55,3,234483,15,13,1,2,0,4,0,8,3,17,38,0
32,3,278200,11,9,0,4,0,4,1,-120,4,40,38,0
35,1,206871,11,5,2,0,0,4,1,7943,5,50,38,0
32,0,155181,11,11,2,14,4,4,0,-64,1360,20,38,0
30,3,132223,11,10,4,2,4,4,1,-13,1,40,38,0
25,3,204008,9,9,2,0,1,4,0,-4,0,29,38,0
33,3,278107,11,9,5,7,3,2,1,-42,1,49,38,1
30,5,187934,9,12,4,7,1,4,0,-21,5,50,38,1
23,3,34367,11,16,4,14,5,4,0,-53,2,54,38,0
54,3,154683,15,10,2,7,0,4,0,-33,4,40,38,0
22,4,289152,11,13,0,3,1,1,1,-12,0,54,38,0
37,3,287820,15,10,4,7,5,4,0,-35,-2,40,38,0
31,0,217903,15,0,6,0,4,4,0,3441,0,32,38,0
28,7,134896,12,11,2,7,0,1,1,-70,-3,40,38,1
34,3,224152,2,9,2,14,4,3,1,55,7,40,38,1
18,3,165853,11,9,2,7,4,4,0,2036,4,30,38,0
67,0,176288,12,9,2,0,0,4,0,-31,2,22,25,0
36,3,309313,15,10,2,2,3,2,0,-39,-2,40,38,0
28,3,153017,7,13,0,11,3,2,0,-74,1627,47,38,0
51,5,44024,1,9,2,14,0,4,1,-43,1,40,38,0
24,3,451463,1,9,5,11,5,4,1,73,1225,23,38,1
20,3,67984,9,10,0,9,3,2,1,-58,5,40,38,0
33,5,274630,12,9,2,2,2,4,1,-9,1,50,38,1
41,1,148292,15,9,0,10,1,4,1,-7,5,56,38,0
38,3,118304,9,7,4,7,0,4,0,-33,0,62,38,1
68,7,82582,12,9,6,9,3,4,1,-86,4,14,38,0
51,3,158561,2,11,4,0,5,0,1,-112,1,50,38,1
47,3,606913,9,7,2,9,0,4,1,15,1,40,38,1
71,7,149836,6,13,4,2,4,4,1,-67,3,40,38,0
24,3,170313,9,9,2,14,4,4,0,-104,1,12,38,0
46,3,129514,8,8,4,7,0,4,0,-67,4,40,38,1
34,3,47,15,9,4,2,2,2,1,8,-1,40,38,1
34,3,151151,11,13,2,10,0,4,0,8,-1,40,38,0
24,6,193237,15,13,4,7,0,4,1,-96,3,40,38,0
52,3,58111,11,10,2,10,1,2,0,-69,-4,40,38,0
20,3,90642,8,9,4,7,2,4,1,12,0,18,38,0
55,3,175013,11,13,2,10,1,4,0,-76,0,40,38,0
30,3,51533,2,10,4,0,3,4,1,44,1340,50,38,0
42,3,41629,9,9,2,7,0,4,0,11,-2,40,38,1
47,3,62752,11,3,0,2,1,4,1,34,3,40,38,0
77,3,250288,2,10,2,7,3,4,0,-33,2,50,38,0
22,3,409376,1,10,3,3,3,1,0,-4,-1,25,38,0
37,3,20610,11,9,4,2,1,4,1,-69,6,40,38,0
34,5,172780,6,10,5,4,0,4,1,-27,2,118,20,0
26,0,92415,8,10,5,11,4,4,0,-124,1,8,38,0
50,3,441502,4,10,2,4,0,4,1,-102,0,40,38,0
19,7,144144,11,10,2,0,0,3,1,1,2,35,38,0
57,3,181641,9,9,4,11,3,1,0,-57,2,36,38,0
34,3,7284,11,3,2,0,0,4,1,-52,-5,40,38,0
53,3,158305,3,8,2,12,0,4,0,2548,-3,33,38,0
32,3,163391,11,9,2,2,1,4,1,-94,2347,28,38,0
62,3,286588,11,9,2,7,2,4,1,-50,2,34,38,0
40,3,123278,-2,13,2,14,1,4,1,-112,1,50,38,0
39,6,231731,-2,9,0,11,1,4,1,5,-3,23,38,0
29,3,28197,0,9,2,11,3,2,0,-23,-2,40,38,0
37,3,77546,11,10,4,2,0,4,1,-31,-4,42,38,0
56,3,156500,9,13,0,2,0,4,0,-47,3,35,38,0
36,3,253160,11,10,4,7,1,4,0,4,2424,40,38,1
27,3,158481,15,10,2,14,3,1,1,-92,2,68,38,0
29,3,154909,11,7,2,6,5,4,1,-28,5,40,38,0
23,7,200178,11,9,4,12,1,0,0,-84,-1,40,38,0
38,7,218018,12,8,5,0,0,1,1,-47,1,14,38,0
31,3,141570,11,10,2,0,3,4,1,-59,4,14,38,0
24,5,125919,11,10,2,11,2,4,0,109,1,40,29,0
25,5,277988,2,10,2,7,1,2,0,12,7,50,38,1
37,3,41042,3,9,4,10,0,1,1,-54,3,49,38,0
23,1,198001,15,9,2,3,0,4,1,-36,4,40,17,0
54,3,49621,11,9,4,3,3,2,0,6,4,40,38,0
16,3,179846,11,9,6,11,5,4,1,-105,3,22,38,0
35,3,67565,11,9,4,2,1,4,0,-59,3,40,38,0
30,3,182725,5,9,0,2,0,4,1,-3,-1,28,38,0
32,3,157543,15,10,2,9,3,4,0,-60,0,66,38,0
58,3,113321,15,9,6,4,5,2,0,28,0,40,38,0
26,0,176045,7,9,2,2,0,2,1,-16,-5,44,38,0
18,3,182390,12,11,2,4,1,4,0,-15,2,24,38,0
24,3,127381,9,9,3,11,1,4,1,-72,3,40,38,0
43,6,188407,8,11,6,9,0,4,1,-96,5,40,38,0
29,3,124907,7,10,2,3,3,4,0,70,2692,46,24,1
27,3,236938,12,10,2,13,2,4,1,-31,2,40,38,0
33,4,107889,11,9,4,4,0,1,0,-86,1,50,14,1
39,7,174931,15,9,4,7,0,4,1,-27,1,26,38,0
32,1,163051,11,9,2,3,0,4,1,-108,5,40,38,0
41,7,109521,9,9,2,6,0,4,1,-83,-3,40,38,0
20,3,79880,3,10,2,0,3,4,0,5721,-1,33,38,0
28,6,251230,9,10,4,13,0,1,1,-48,0,40,38,0
17,3,56796,11,13,2,0,5,4,0,0,1,40,38,0
46,0,67559,9,3,6,2,3,4,0,-33,3232,40,38,1
35,0,33948,11,10,0,11,3,4,1,-95,-1,50,38,0
62,1,150512,15,13,0,2,0,4,0,25,2020,40,38,0
21,2,166007,10,10,2,0,1,2,1,42,-4,26,38,0
22,1,147956,7,16,2,3,4,4,1,-27,0,40,38,0
18,3,27852,-1,10,2,7,3,4,1,-32,2,40,6,0
25,3,100602,12,10,2,10,4,4,1,8,3,43,38,1
46,3,89774,1,9,4,2,4,4,0,-77,4,40,38,0
41,3,143685,11,9,2,0,1,0,1,-85,4,49,38,0
22,1,130070,14,9,6,0,0,4,1,-32,6,40,38,0
33,3,147471,11,10,5,12,5,4,1,-87,0,40,38,0
22,1,140450,9,10,4,0,0,0,1,-53,-2,21,38,0
42,3,169618,11,13,0,9,3,2,1,-79,2,32,38,0
19,3,136568,0,13,6,3,4,4,1,-83,6,40,38,0
25,3,132502,11,9,2,11,4,4,1,-57,6,40,38,0
18,5,420899,12,6,5,14,1,4,0,-53,6,40,38,1
16,3,91222,11,11,0,9,1,3,1,-8,-1,31,38,0
30,3,43416,9,1,5,2,3,4,1,-70,-4,52,38,0
42,3,132763,7,9,0,7,0,2,0,-41,-1,20,38,1
28,3,237646,11,13,2,0,0,4,1,-77,2,40,38,0
41,3,263432,1,9,4,0,3,4,0,-33,0,44,38,0
48,0,199627,15,10,0,0,5,0,1,47,1,40,38,0
49,3,196604,11,9,2,0,5,0,0,-31,-1,40,38,0
54,3,50203,11,9,4,7,1,4,0,-50,0,40,38,1
51,3,130435,15,10,4,11,3,4,1,-10,-5,40,38,0
21,0,229694,8,9,2,0,1,2,1,-18,2089,22,38,0
15,3,217853,11,10,2,11,0,2,1,-94,2,40,26,1
48,3,234632,4,10,0,0,4,4,1,-112,4,40,38,1
40,6,204005,7,9,2,2,4,1,1,96,0,40,38,0
40,1,85058,8,13,0,0,3,4,1,-96,-2,40,13,1
56,3,230371,11,9,0,7,0,4,1,32,0,56,38,0
35,3,181479,2,13,4,12,4,4,0,-89,3,43,38,0
40,3,71100,12,9,1,9,4,1,0,-8,-2,40,38,0
59,3,174791,12,9,2,2,1,4,0,-91,2,40,38,0
39,3,208232,11,5,2,2,4,4,1,-38,0,40,21,0
37,3,41901,7,13,2,0,0,4,1,-76,2255,40,38,0
22,3,189105,11,9,4,11,0,4,0,-45,-1,40,38,1
24,3,162527,12,9,2,12,2,4,0,-29,2270,40,38,0
32,3,167705,12,13,4,9,4,4,0,-31,4,27,38,0
49,3,169199,15,10,4,6,0,4,1,2,7,40,19,1
45,3,167125,15,11,0,7,3,4,0,-74,1469,20,38,0
30,1,139927,11,9,2,0,3,2,1,-64,3,40,19,0
38,7,168251,12,8,2,3,1,4,1,-98,4,40,38,0
20,7,291483,15,10,4,7,1,4,1,-84,5,40,38,1
50,3,266880,11,9,4,4,1,4,1,-36,5,13,38,1
65,3,142807,12,10,2,2,0,4,0,-44,6,20,22,0
46,3,93087,15,10,4,3,3,4,0,19,3,40,38,0
23,7,236892,11,9,3,7,1,2,0,0,0,25,38,0
39,7,97931,11,5,2,0,4,4,1,0,2,50,38,1
17,3,22195,11,9,2,11,1,2,1,-45,2186,40,38,1
59,3,170122,12,10,2,0,0,4,1,-6,2,46,38,0
58,3,292197,11,10,4,14,1,4,1,-106,3,40,38,0
60,3,163854,5,10,2,2,1,4,1,-10,-4,40,38,0
25,3,7706,9,9,4,0,4,4,0,-22,-2,40,38,0
40,3,378629,11,10,4,7,3,4,0,-49,4,15,38,1
29,1,249675,11,9,2,13,1,4,0,-87,1761,14,38,0
49,1,124781,11,9,2,14,5,2,1,-1,1938,50,38,0
33,3,124142,9,13,2,2,1,4,0,-13,2,40,38,0
39,3,36353,11,9,2,7,1,4,1,-10,-6,47,38,1
37,1,150685,11,9,4,0,1,4,0,4,-1,40,38,0
43,3,72476,11,13,4,2,3,4,0,-68,0,40,38,1
28,5,198077,9,9,4,4,1,1,1,-16,1,40,38,0
45,1,144558,11,13,6,2,4,2,0,-48,2,40,16,0
30,3,288717,12,11,0,9,0,2,0,-79,-2,89,38,0
36,3,18392,11,12,0,7,4,4,0,-69,0,41,38,0
36,3,144753,5,10,4,7,4,4,0,51,0,40,38,0
32,3,156878,11,10,6,5,2,4,0,-24,2,40,38,0
60,3,254083,5,4,2,7,0,4,1,-92,4,34,38,0
28,3,138401,11,10,2,2,1,4,1,-6,-1,40,38,0
23,3,71537,11,14,4,14,4,4,1,-55,3,42,17,0
39,0,205097,15,9,0,10,2,4,1,-22,4,40,38,0
30,3,141824,12,11,3,2,3,4,1,-106,-2,40,38,0
24,0,89226,1,10,0,0,1,4,0,-88,-3,40,38,0
35,3,260901,11,13,0,0,5,4,1,-98,-2,40,23,0
22,6,169474,15,9,4,13,5,4,1,-67,3,50,38,0
27,3,78510,1,9,2,10,1,4,0,-45,1,40,38,0
45,3,143042,12,5,0,0,0,4,0,-111,5,28,26,0
24,8,196633,1,5,2,9,1,4,0,-38,-1,40,38,1
33,3,196813,15,11,6,10,1,4,0,60,2,40,38,0
37,4,-2032,11,9,4,14,1,4,1,-70,2018,50,38,0
18,4,159238,11,7,6,9,1,4,1,-57,-3,40,38,0
37,3,176376,11,9,2,0,3,4,0,-10,0,40,38,0
31,1,225058,9,13,4,12,0,4,0,-109,2,55,38,0
16,3,136733,8,0,4,4,4,4,1,-20,-1,40,38,0
30,4,302132,11,9,0,2,2,4,1,59,-2,54,38,0
63,3,147859,15,9,4,4,0,4,1,7498,2,34,6,1
17,3,28193,8,9,6,9,2,4,0,-2,0,40,38,1
31,3,155608,-1,9,4,2,3,4,1,44,3,40,38,0
41,5,14646,12,9,0,4,0,4,1,-50,-3,40,38,0
29,3,15026,7,9,2,3,5,4,0,-26,-3,49,38,1
32,7,153095,9,9,2,11,0,2,1,-44,-1,40,38,1
41,3,10872,11,9,4,4,4,4,1,-92,4,40,38,0
26,0,168268,11,9,2,12,0,4,1,-120,0,57,38,0
28,3,179122,1,7,2,7,5,4,1,-102,2122,40,38,0
16,2,144328,9,4,2,14,0,4,0,-40,3145,55,38,0
35,1,168908,14,11,2,11,5,4,0,-27,2,40,38,0
20,7,139724,11,10,4,14,4,3,1,-65,-4,62,18,0
41,5,155169,12,10,4,10,3,1,1,-79,4,0,38,1
33,3,36464,5,9,4,11,0,4,0,-72,1835,28,38,1
37,7,149550,8,12,2,11,4,4,0,-82,1,14,38,0
45,6,198252,6,9,0,3,0,4,0,-51,1,40,38,0
36,5,313345,8,9,4,11,5,4,0,28,-1,40,38,1
40,1,154720,9,6,0,0,0,4,1,-70,0,31,38,0
43,7,269449,7,0,6,0,4,4,1,-43,4,16,38,0
15,3,202536,12,13,2,6,0,4,0,-35,1,40,38,0
34,0,223238,11,10,4,9,0,4,1,-85,5,13,38,1
30,3,133084,11,9,0,11,3,4,1,4,0,50,38,0
35,1,172222,11,9,2,0,4,2,0,-17,1,18,38,0
25,3,155847,0,9,2,9,5,4,1,69,3,40,38,0
62,8,146926,7,3,5,0,4,1,0,-6,0,50,38,0
53,1,246495,5,13,4,11,4,2,1,-9,2,40,38,0
27,1,162577,8,8,4,11,0,2,1,-64,2132,50,38,1
22,3,232989,9,9,0,3,0,4,1,-88,5,50,38,1
82,3,165178,15,9,2,6,3,4,0,-46,4,40,13,1
32,4,318613,11,11,4,11,0,4,1,22,2,53,38,1
29,3,177416,9,10,0,13,4,2,1,-84,-1,40,38,0
30,3,79652,11,14,2,7,3,4,0,-15,3,53,38,0
52,3,12320,12,10,2,7,1,4,0,-62,5,19,38,0
52,3,168743,9,10,2,6,1,4,0,41,1690,40,38,0
39,5,45796,15,9,2,7,0,4,0,-73,3,40,38,0
39,3,126753,7,10,1,0,1,4,0,83,-2,50,38,0
40,3,183352,12,13,4,2,0,4,1,-12,-1,40,38,0
47,3,25784,11,8,4,7,1,4,0,-27,2404,16,38,1
39,6,169925,0,9,2,12,1,4,1,56,0,54,38,1
37,3,140040,5,9,5,0,2,4,1,-1,3,14,38,0
35,3,172738,9,13,2,3,0,4,0,-24,0,31,38,0
36,7,176667,11,10,2,7,5,4,1,-54,2256,40,38,0
29,6,207305,8,10,2,13,1,4,1,60,2,18,27,0
39,3,229693,12,9,4,0,0,4,1,-93,3,40,38,1
26,4,21227,11,13,4,11,0,4,0,-15,0,40,38,0
47,5,94422,8,10,4,8,0,4,0,4,5,21,38,0
21,5,214634,12,9,5,2,1,4,0,5,-1,5,38,0
59,3,276526,15,6,4,2,0,4,0,-94,1,40,38,0
32,7,28296,12,10,5,14,1,1,1,-69,2,40,38,0
23,3,220563,9,9,4,12,3,4,1,-101,4,40,38,0
61,6,241508,9,9,2,11,4,4,1,1,2,50,25,1
47,3,232641,15,14,4,10,0,4,1,-32,2355,37,38,1
23,7,218409,5,13,2,9,2,4,1,-21,-4,40,38,0
16,7,19686,9,9,2,2,3,4,1,0,-2,40,38,0
30,3,26091,8,9,2,6,1,4,0,7,4,40,38,0
25,3,8117,11,5,4,9,1,4,0,635,5,40,38,0
47,3,62227,15,10,4,7,4,2,1,-38,-2,54,25,0
31,0,20087,12,0,2,7,1,4,0,16,2,21,3,0
40,3,25369,11,9,2,0,0,4,1,-77,3,40,38,0
28,7,237172,8,9,6,2,1,2,1,-23,0,49,21,0
55,2,159587,0,9,0,2,3,4,0,87,-3,20,38,0
47,6,37799,15,13,2,13,2,4,0,-4,0,24,38,0
18,3,230124,0,13,2,0,0,4,1,-86,3,6,38,0
28,3,183170,12,9,2,0,4,4,0,1,6,40,38,0
48,3,45141,16,9,2,2,1,4,1,-41,1,40,38,0
79,3,165483,8,9,0,2,0,4,1,-84,4,51,38,0
32,3,149341,15,9,4,2,0,1,0,60,4,40,38,0
32,3,99194,11,13,0,12,0,4,1,-33,1847,40,38,0
39,3,131380,6,13,3,10,2,4,1,-95,-2,40,38,1
43,3,49589,11,10,4,7,5,4,0,-83,2,40,38,0
37,3,144658,12,9,4,7,5,4,0,117,0,40,38,0
16,3,25535,11,9,2,13,4,4,1,-64,2965,40,38,0
49,5,78419,11,9,2,0,0,0,1,-50,2,40,38,0
38,3,156311,8,9,0,0,0,4,0,9,1966,40,38,0
45,3,162423,15,9,2,7,0,1,1,-47,1611,30,38,0
23,5,144256,9,9,4,2,4,4,0,-60,-2,20,38,0
56,3,337758,6,13,4,2,0,2,1,-1,1863,40,38,0
26,4,113373,15,13,0,6,4,4,1,-86,0,12,38,0
37,3,160770,11,10,4,7,0,4,1,-66,3,40,38,0
41,3,170391,11,9,4,9,0,2,0,-78,-4,40,38,0
